品牌,厂商,车系,车款,入库总数,指导价,均价,变化值,最低价,最低价渠道,最低价时间,暗访均价,暗访最低价,获取时间,暗访最近价,获取时间,暗访总数
观致,观致汽车,观致3,2015款 两厢 1.6L 自动致享型,0,12.99,0,0.00,0,,0,0,0,,0,0,0
观致,观致汽车,观致3,2015款 两厢 1.6L 自动致能型,0,13.99,0,0.00,0,,0,0,0,,0,0,0
观致,观致汽车,观致3,2015款 两厢 1.6T 自动致酷型,0,15.99,0,0.00,0,,0,0,0,,0,0,0
观致,观致汽车,观致3,2015款 三厢 1.6L 手动致尚型,0,10.88,0,0.00,0,,0,0,0,,0,0,0
观致,观致汽车,观致3,2015款 三厢 1.6L 自动致享型,0,12.99,0,0.00,0,,0,0,0,,0,0,0
观致,观致汽车,观致3,2015款 三厢 1.6L 自动致能型,0,13.99,0,0.00,0,,0,0,0,,0,0,0
观致,观致汽车,观致3,2014款 三厢 1.6L 自动致悦增强型,0,15.19,0,0.00,0,,0,0,0,,0,0,0
观致,观致汽车,观致3,2015款 三厢 1.6T 自动致酷型,0,15.99,0,0.00,0,,0,0,0,,0,0,0
观致,观致汽车,观致3,2015款 都市SUV 1.6T 自动致酷型,0,16.99,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,皇冠,2015款 2.0T 先锋版,0,26.48,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,皇冠,2015款 2.0T 时尚版,0,29.48,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,皇冠,2015款 2.0T 精英版,0,33.98,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,皇冠,2015款 2.0T 豪华版,0,36.98,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,皇冠,2015款 2.0T 尊享版,0,38.98,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),欧蓝德(进口),2016款 2.0L 两驱舒适版 5座,0,19.98,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),欧蓝德(进口),2016款 2.4L 四驱精英版 5座,0,24.98,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),欧蓝德(进口),2016款 2.4L 四驱精英版 7座,0,25.98,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),欧蓝德(进口),2016款 2.4L 四驱旗舰GT版 7座,0,28.48,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马M3,2015款 1.5L 手动标准天窗版,0,5.58,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马M3,2015款 1.5L 手动精英天窗版,0,5.88,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马M3,2015款 1.5L CVT精英天窗版,0,6.88,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,明锐,2016款 1.6L 手动前行版,0,11.99,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,明锐,2016款 1.6L 自动前行版,0,13.69,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,明锐,2016款 1.6L 手动创行版,0,12.89,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,明锐,2016款 1.6L 自动创行版,0,14.19,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,明锐,2016款 1.6L 手动智行版,0,13.99,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,明锐,2016款 1.6L 自动智行版,0,15.19,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,明锐,2016款 280TSI DSG前行版,0,15.19,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,明锐,2016款 280TSI DSG智行版,0,16.69,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,明锐,2016款 280TSI DSG尊行版,0,17.99,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,锋驭,2015款 1.4T 手动两驱尊贵型,0,13.68,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,锋驭,2015款 1.4T 自动两驱尊贵型,0,14.48,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,锋驭,2015款 1.4T 自动四驱尊贵型,0,16.48,0,0.00,0,,0,0,0,,0,0,0
奇瑞,奇瑞汽车,风云2,2015款 1.5L 手动新意版,0,4.69,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,锋范,2015款 1.5L 手动进取版,0,7.98,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,锋范,2015款 1.5L 手动舒适版,0,8.28,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,锋范,2015款 1.5L CVT舒适版,0,8.98,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,锋范,2015款 1.5L 手动豪华版,0,9.88,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,锋范,2015款 1.5L CVT豪华版,0,10.58,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,锋范,2015款 1.5L 手动旗舰版,0,10.98,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,锋范,2015款 1.5L CVT旗舰版,0,11.98,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华V3,2015款 1.5L 手动智能型,0,7.77,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华V3,2015款 1.5L 女排冠军版,0,8.67,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华V3,2015款 1.5L 自动智能型,0,8.87,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风S2,2015款 1.5L 手动舒适型,0,5.88,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风S2,2015款 1.5L 手动豪华型,0,6.28,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风S2,2015款 1.5L 手动豪华智能型,0,6.78,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风S2,2015款 1.5L CVT豪华型,0,7.08,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风S2,2015款 1.5L CVT豪华智能型,0,7.58,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕锐,2016款 1.4L 手动前行版,0,7.99,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕锐,2016款 1.4L 手动创行版,0,9.09,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕锐,2016款 1.6L 手动前行版,0,8.49,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕锐,2016款 1.6L 自动前行版,0,9.49,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕锐,2016款 1.6L 手动创行版,0,9.59,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕锐,2016款 1.6L 自动创行版,0,10.59,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕锐,2016款 1.6L 手动尊行版,0,10.69,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕锐,2016款 1.6L 自动尊行版,0,11.69,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕动,2016款 1.4L 手动前行版,0,8.49,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕动,2016款 1.6L 手动前行版,0,8.99,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕动,2016款 1.6L 自动前行版,0,9.99,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕动,2016款 1.6L 手动创行版,0,9.99,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕动,2016款 1.6L 自动创行版,0,10.99,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕动,2016款 1.6L 自动智行版,0,11.59,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕动,2016款 230TSI DSG智行版,0,13.19,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕动,2014款 1.4TSI DSG乐享版,0,11.79,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕动,2014款 1.4TSI DSG舒享版,0,12.99,0,0.00,0,,0,0,0,,0,0,0
斯柯达,上海大众斯柯达,昕动,2014款 1.4TSI DSG致享版,0,13.69,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯NX,2016款 200 全驱 锋尚版,0,36.80,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯NX,2016款 200t 全驱 F SPORT,0,50.80,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯NX,2016款 300h 全驱 锋芒版,0,59.90,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯LS,2016款 460L,0,149.00,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯LS,2016款 460L 豪华版,0,163.80,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯LS,2016款 460L 四驱尊贵版,0,180.30,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯LS,2016款 600hL,0,238.80,0,0.00,0,,0,0,0,,0,0,0
宝骏,上汽通用五菱,宝骏730,2016款 1.5L 手动舒适版 7座,0,7.58,0,0.00,0,,0,0,0,,0,0,0
宝骏,上汽通用五菱,宝骏730,2016款 1.5L 手动豪华型 7座,0,8.28,0,0.00,0,,0,0,0,,0,0,0
宝骏,上汽通用五菱,宝骏730,2016款 1.8L 手动舒适型 7座,0,8.38,0,0.00,0,,0,0,0,,0,0,0
宝骏,上汽通用五菱,宝骏730,2016款 1.8L 手动豪华型 7座,0,8.98,0,0.00,0,,0,0,0,,0,0,0
一汽,天津一汽,夏利N7,2015款 1.3L 自动舒适型,0,4.89,0,0.00,0,,0,0,0,,0,0,0
一汽,天津一汽,夏利N7,2015款 1.3L 自动豪华型,0,5.19,0,0.00,0,,0,0,0,,0,0,0
一汽,天津一汽,夏利N7,2015款 1.3L 自动尊贵型,0,5.29,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰GLE级,2015款 GLE 320 4MATIC 运动SUV,0,86.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰GLE级,2015款 GLE 400 4MATIC 运动SUV,0,96.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰GLE级,2015款 GLE 450 AMG 4MATIC 运动SUV,0,105.80,0,0.00,0,,0,0,0,,0,0,0
福特,福特(进口),福克斯(进口),2015款 2.0T ST 标准版,0,25.98,0,0.00,0,,0,0,0,,0,0,0
福特,福特(进口),福克斯(进口),2015款 2.0T ST 橙色版,0,26.58,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),迈巴赫S级,2015款 S 500 4MATIC,0,219.80,0,0.00,0,,0,0,0,,0,0,0
启辰,东风日产,启辰R50X,2015款 1.6L 手动潮流版,0,7.45,0,0.00,0,,0,0,0,,0,0,0
启辰,东风日产,启辰R50X,2015款 1.6L 自动潮流版,0,8.35,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),高尔夫(进口),2015款 GTE,0,28.88,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),高尔夫(进口),2015款 1.4TSI 舒适旅行版,0,23.08,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),高尔夫(进口),2014款 1.4TSI 豪华旅行版,0,27.96,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致408,2015款 1.2T 自动荣耀版,0,16.17,0,0.00,0,,0,0,0,,0,0,0
Jeep,Jeep(进口),大切诺基(进口),2016款 3.6L 豪华导航版,0,68.99,0,0.00,0,,0,0,0,,0,0,0
纳智捷,东风裕隆,优6 SUV,2015款 1.8T 新创升级型,0,12.98,0,0.00,0,,0,0,0,,0,0,0
纳智捷,东风裕隆,优6 SUV,2015款 1.8T 魅力升级型,0,13.68,0,0.00,0,,0,0,0,,0,0,0
纳智捷,东风裕隆,优6 SUV,2015款 1.8T 时尚升级型,0,14.98,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S5,2015款 1.5T 手动运动智尚型,0,8.98,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S5,2015款 1.5T 手动运动智炫型,0,9.38,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S5,2015款 1.5T 手动运动智骋型,0,9.98,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S5,2015款 1.5T 手动运动智尊型,0,10.68,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Sportback 45 TFSI,0,45.88,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Sportback 45 TFSI,0,45.88,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Sportback 45 TFSI,0,45.88,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Sportback 45 TFSI quattro,0,54.88,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Sportback 45 TFSI quattro,0,54.88,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Sportback 45 TFSI quattro,0,54.88,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Coupe 45 TFSI 进取型,0,49.98,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Coupe 45 TFSI 进取型,0,49.98,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Coupe 45 TFSI 进取型,0,49.98,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Coupe 45 TFSI 舒适型,0,52.50,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Coupe 45 TFSI 舒适型,0,52.50,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Coupe 45 TFSI 舒适型,0,52.50,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Coupe 45 TFSI quattro,0,57.80,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Coupe 45 TFSI quattro,0,57.80,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Coupe 45 TFSI quattro,0,57.80,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Cabriolet 45 TFSI 进取型,0,56.98,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Cabriolet 45 TFSI 进取型,0,56.98,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款 Cabriolet 45 TFSI 进取型,0,56.98,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款  Cabriolet 45 TFSI 舒适型,0,59.80,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款  Cabriolet 45 TFSI 舒适型,0,59.80,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款  Cabriolet 45 TFSI quattro,0,62.80,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款  Cabriolet 45 TFSI 舒适型,0,59.80,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A5,2016款  Cabriolet 45 TFSI quattro,0,62.80,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪A6(进口),2015款 allroad quattro,0,65.48,0,0.00,0,,0,0,0,,0,0,0
众泰,众泰汽车,众泰T600,2015款 家用版 2.0T 手动精英型,0,8.98,0,0.00,0,,0,0,0,,0,0,0
众泰,众泰汽车,众泰T600,2015款 家用版 2.0T 手动豪华型,0,9.68,0,0.00,0,,0,0,0,,0,0,0
众泰,众泰汽车,众泰T600,2015款 家用版 2.0T 手动尊贵型,0,10.68,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 5,2015款 1.6T 雅致版THP160,0,21.99,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 5,2015款 1.6T 豪华版THP160,0,24.39,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 5,2015款 1.8T 豪华版THP200,0,26.39,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 5,2015款 1.8T 60周年限量版THP200,0,27.39,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 5,2015款 1.8T 尊享版THP200,0,30.89,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 5,2015款 1.8T 旗舰版THP200,0,34.59,0,0.00,0,,0,0,0,,0,0,0
凯翼,凯翼汽车,凯翼C3R,2015款 1.5L AMT蓝钻版,0,4.98,0,0.00,0,,0,0,0,,0,0,0
凯翼,凯翼汽车,凯翼C3R,2015款 1.5L AMT黄钻版,0,5.28,0,0.00,0,,0,0,0,,0,0,0
凯翼,凯翼汽车,凯翼C3R,2015款 1.5L AMT金钻版,0,5.58,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马X5,2015款 xDrive28i,0,75.80,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,长安CS75,2015款  1.8T 自动四驱精英型,0,14.98,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,长安CS75,2015款 1.8T 自动四驱尊贵型,0,16.38,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马X6,2015款 xDrive28i,0,83.80,0,0.00,0,,0,0,0,,0,0,0
启辰,东风日产,启辰T70X,2015款 2.0L CVT睿趣运动版,0,12.49,0,0.00,0,,0,0,0,,0,0,0
启辰,东风日产,启辰T70X,2015款 2.0L CVT睿享运动版,0,13.38,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),甲壳虫,2015款 1.2TSI 敞篷版,0,28.80,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2015款 2.0L 手动两驱舒适型,0,15.99,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2015款 2.0L 自动两驱舒适型,0,16.49,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2015款 2.0L 自动两驱智能型,0,17.49,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2015款 1.6T 双离合两驱舒适型,0,16.99,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2015款 1.6T 双离合两驱智能型,0,17.99,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2015款 1.6T 双离合两驱领先型,0,19.69,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2015款 1.6T 双离合四驱尊贵型,0,21.59,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2015款 1.6T 双离合四驱旗舰型,0,23.99,0,0.00,0,,0,0,0,,0,0,0
荣威,上汽集团,荣威360,2015款 1.5L 手动精英版,0,7.59,0,0.00,0,,0,0,0,,0,0,0
荣威,上汽集团,荣威360,2015款 1.5L 自动精英版,0,8.39,0,0.00,0,,0,0,0,,0,0,0
荣威,上汽集团,荣威360,2015款 1.5L 手动豪华版,0,8.29,0,0.00,0,,0,0,0,,0,0,0
荣威,上汽集团,荣威360,2015款 1.5L 自动豪华版,0,8.99,0,0.00,0,,0,0,0,,0,0,0
荣威,上汽集团,荣威360,2015款 20T TST精英版,0,9.99,0,0.00,0,,0,0,0,,0,0,0
荣威,上汽集团,荣威360,2015款 20T TST尊享版,0,10.79,0,0.00,0,,0,0,0,,0,0,0
荣威,上汽集团,荣威360,2015款 20T TST旗舰版,0,12.99,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾B70,2016款 2.0L 手动舒适型,0,9.98,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾B70,2016款 2.0L 手动豪华型,0,10.98,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾B70,2016款 2.0L 手动尊享型,0,11.28,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾B70,2016款 2.0L 自动舒适型,0,10.98,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾B70,2016款 2.0L 自动豪华型,0,11.98,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾B70,2016款 2.0L 自动尊享型,0,12.28,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾B70,2016款 1.8T 自动精英型,0,12.28,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾B70,2016款 1.8T 自动运动豪华型,0,12.98,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾B70,2016款 1.8T 自动运动尊享型,0,13.98,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾B70,2016款 1.8T 自动运动尊贵型,0,14.98,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI CLUBMAN,2016款 1.5T COOPER 鉴赏家版,0,32.50,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI CLUBMAN,2016款 1.5T COOPER 极客版,0,32.50,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI CLUBMAN,2016款 2.0T COOPER S 极客版,0,38.50,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI CLUBMAN,2016款 2.0T COOPER S JCW套件版,0,36.50,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q7,2016款 40 TFSI 舒适型,0,75.38,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q7,2016款 40 TFSI S line运动型,0,79.88,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q7,2016款 45 TFSI 技术型,0,85.58,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q7,2016款 45 TFSI S line运动型,0,92.98,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q7,2016款 45 TFSI S line尊贵型,0,109.88,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 30 TFSI 典藏版 自动舒适型,0,28.99,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 35 TFSI 典藏版 自动标准型,0,31.28,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 35 TFSI 典藏版 S line舒适型,0,33.29,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 35 TFSI 典藏版 S line豪华型,0,39.39,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 45 TFSI 典藏版 quattro个性运动型,0,36.30,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 30 TFSI 手动舒适型,0,27.28,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 30 TFSI 自动舒适型,0,29.10,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 35 TFSI 自动舒适型,0,33.29,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 35 TFSI 自动运动型,0,34.90,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 35 TFSI 自动技术型,0,37.28,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 35 TFSI 自动豪华型,0,40.20,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 45 TFSI quattro个性运动型,0,36.30,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪A4L,2016款 45 TFSI quattro运动型,0,46.46,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,博瑞,2016款 2.4L 豪华型,0,13.58,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,博瑞,2016款 1.8T 豪华型,0,14.58,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致308S,2016款 1.2T 手动尚弛版,0,12.07,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪Q5,2016款 40 TFSI 技术型,0,42.76,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪Q5,2016款 40 TFSI 舒适型,0,47.90,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪Q5,2016款 40 TFSI 动感型,0,54.10,0,0.00,0,,0,0,0,,0,0,0
奥迪,一汽-大众奥迪,奥迪Q5,2016款 40 TFSI 豪华型,0,56.70,0,0.00,0,,0,0,0,,0,0,0
阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁DB9,2016款 6.0L GT邦德限量版,0,388.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰C级(进口),2016款 C 200 4MATIC 旅行轿车,0,48.90,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰C级(进口),2016款 C 300 旅行轿车,0,57.00,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰G级,2015款 G 500 重装版,0,181.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰R级,2015款 R 320 4MATIC豪华型,0,68.60,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰R级,2015款 R 400 4MATIC商务型,0,75.60,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰R级,2015款 R 400 4MATIC豪华型,0,80.60,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰S级,2016款 S 500 eL,0,175.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰SL级,2016款 SL 400 时尚型,0,106.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰SL级,2016款 SL 400 豪华运动型,0,130.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,北京奔驰,奔驰C级,2016款 C 350 eL,0,59.90,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马1系,2016款 118i 领先型,0,25.60,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马1系,2016款 118i 都市设计套装,0,27.60,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马6系,2016款 640i Gran Coupe,0,95.20,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马6系,2016款 640i xDrive Gran Coupe,0,98.20,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马6系,2016款 650i xDrive Gran Coupe,0,164.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马6系,2016款 640i双门轿跑车,0,106.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马6系,2016款 640i xDrive双门轿跑车,0,109.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马6系,2016款 650i xDrive双门轿跑车,0,179.20,0,0.00,0,,0,0,0,,0,0,0
